Leading Cancer Sites,Leading Cancer Sites Code,Race,Race Code,Sex,Sex Code,Age Groups,Age Groups Code,Year,Year Code,Count,Population,Crude Rate
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2015,2015,0,1345356,0
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2016,2016,0,1352615,0
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2017,2017,0,1357732,0
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2018,2018,0,1346804,0
Pancreas,21100,Black or African American,2054-5,Female,F,1-4 years,4-Jan,2019,2019,0,1346005,0
Pancreas,21100,Black or African American,2054-5,Female,F,5-9 years,9-May,2010,2010,0,1619296,0
Pancreas,21100,Black or African American,2054-5,Female,F,5-9 years,9-May,2011,2011,0,1623040,0
Pancreas,21100,Black or African American,2054-5,Female,F,5-9 years,9-May,2012,2012,0,1644607,0
Pancreas,21100,Black or African American,2054-5,Female,F,5-9 years,9-May,2013,2013,0,1673507,0
Pancreas,21100,Black or African American,2054-5,Female,F,5-9 years,9-May,2014,2014,0,1689449,0
Pancreas,21100,Black or African American,2054-5,Female,F,5-9 years,9-May,2015,2015,0,1700429,0
Pancreas,21100,Black or African American,2054-5,Female,F,5-9 years,9-May,2016,2016,0,1707381,0
Pancreas,21100,Black or African American,2054-5,Female,F,5-9 years,9-May,2017,2017,0,1704379,0
Pancreas,21100,Black or African American,2054-5,Female,F,10-14 years,14-Oct,2010,2010,0,1672584,0
Pancreas,21100,Black or African American,2054-5,Female,F,10-14 years,14-Oct,2011,2011,0,1677763,0
Pancreas,21100,Black or African American,2054-5,Female,F,10-14 years,14-Oct,2013,2013,0,1663591,0
Pancreas,21100,Black or African American,2054-5,Female,F,10-14 years,14-Oct,2014,2014,0,1658071,0
Pancreas,21100,Black or African American,2054-5,Female,F,15-19 years,15-19,2013,2013,0,1731811,0
Pancreas,21100,Black or African American,2054-5,Female,F,30-34 years,30-34,2013,2013,18,1596302,1.1
Pancreas,21100,Black or African American,2054-5,Female,F,30-34 years,30-34,2014,2014,20,1606597,1.2
Pancreas,21100,Black or African American,2054-5,Female,F,30-34 years,30-34,2015,2015,16,1610277,1
Pancreas,21100,Black or African American,2054-5,Female,F,30-34 years,30-34,2016,2016,21,1627103,1.3
Pancreas,21100,Black or African American,2054-5,Female,F,30-34 years,30-34,2017,2017,26,1647383,1.6
Pancreas,21100,Black or African American,2054-5,Female,F,30-34 years,30-34,2018,2018,27,1666591,1.6
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2010,2010,24,1472883,1.6
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2011,2011,22,1443726,1.5
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2012,2012,18,1442011,1.2
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2013,2013,30,1452469,2.1
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2014,2014,38,1483160,2.6
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2015,2015,25,1526671,1.6
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2016,2016,36,1565829,2.3
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2017,2017,30,1595556,1.9
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2018,2018,27,1608767,1.7
Pancreas,21100,Black or African American,2054-5,Female,F,35-39 years,35-39,2019,2019,23,1617730,1.4
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2010,2010,50,1485200,3.4
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2011,2011,39,1496804,2.6
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2012,2012,50,1505514,3.3
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2013,2013,30,1505728,2
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2014,2014,46,1499567,3.1
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2015,2015,45,1481279,3
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2016,2016,52,1454400,3.6
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2017,2017,55,1453243,3.8
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2018,2018,66,1452805,4.5
Pancreas,21100,Black or African American,2054-5,Female,F,40-44 years,40-44,2019,2019,57,1481506,3.8
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2010,2010,135,1564804,8.6
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2011,2011,106,1551839,6.8
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2012,2012,110,1531740,7.2
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2013,2013,100,1509523,6.6
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2014,2014,104,1482833,7
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2015,2015,107,1477965,7.2
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2016,2016,115,1490973,7.7
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2017,2017,136,1500388,9.1
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2018,2018,107,1490202,7.2
Pancreas,21100,Black or African American,2054-5,Female,F,45-49 years,45-49,2019,2019,115,1483321,7.8
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2010,2010,178,1496868,11.9
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2011,2011,198,1517866,13
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2012,2012,210,1526320,13.8
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2013,2013,228,1537120,14.8
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2014,2014,246,1543296,15.9
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2015,2015,228,1538470,14.8
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2016,2016,212,1526769,13.9
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2017,2017,190,1507743,12.6
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2018,2018,222,1477046,15
Pancreas,21100,Black or African American,2054-5,Female,F,50-54 years,50-54,2019,2019,184,1450907,12.7
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2010,2010,281,1247942,22.5
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2011,2011,315,1290585,24.4
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2012,2012,290,1343071,21.6
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2013,2013,349,1384765,25.2
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2014,2014,362,1419732,25.5
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2015,2015,385,1453976,26.5
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2016,2016,338,1474927,22.9
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2017,2017,384,1483717,25.9
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2018,2018,413,1485662,27.8
Pancreas,21100,Black or African American,2054-5,Female,F,55-59 years,55-59,2019,2019,364,1491910,24.4
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2010,2010,333,973626,34.2
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2011,2011,380,1042587,36.4
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2012,2012,400,1077674,37.1
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2013,2013,404,1113683,36.3
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2014,2014,410,1155205,35.5
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2015,2015,476,1196064,39.8
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2016,2016,473,1237214,38.2
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2017,2017,525,1287014,40.8
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2018,2018,508,1317866,38.5
Pancreas,21100,Black or African American,2054-5,Female,F,60-64 years ,60-64,2019,2019,494,1349981,36.6
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2010,2010,352,684099,51.5
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2011,2011,373,705447,52.9
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2012,2012,409,756472,54.1
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2013,2013,399,802527,49.7
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2014,2014,413,857083,48.2
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2015,2015,486,916727,53
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2016,2016,522,980902,53.2
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2017,2017,561,1012846,55.4
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2018,2018,579,1039708,55.7
Pancreas,21100,Black or African American,2054-5,Female,F,65-69 years,65-69,2019,2019,597,1077638,55.4
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2010,2010,356,516280,69
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2011,2011,393,531025,74
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2012,2012,368,550701,66.8
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2013,2013,381,577385,66
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2014,2014,451,602101,74.9
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2015,2015,429,625021,68.6
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2016,2016,378,645664,58.5
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2017,2017,451,692717,65.1
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2018,2018,538,730579,73.6
Pancreas,21100,Black or African American,2054-5,Female,F,70-74 years,70-74,2019,2019,486,780161,62.3
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2010,2010,341,392035,87
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2011,2011,361,404269,89.3
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2012,2012,360,414085,86.9
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2013,2013,378,424701,89
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2014,2014,399,435928,91.5
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2015,2015,417,449906,92.7
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2016,2016,394,464001,84.9
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2017,2017,433,481318,90
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2018,2018,469,501802,93.5
Pancreas,21100,Black or African American,2054-5,Female,F,75-79 years,75-79,2019,2019,409,523496,78.1
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2010,2010,307,287227,106.9
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2011,2011,321,290424,110.5
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2012,2012,309,295408,104.6
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2013,2013,309,301595,102.5
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2014,2014,313,308154,101.6
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2015,2015,366,316246,115.7
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2016,2016,303,327310,92.6
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2017,2017,363,335678,108.1
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2018,2018,387,343317,112.7
Pancreas,21100,Black or African American,2054-5,Female,F,80-84 years,80-84,2019,2019,360,352633,102.1
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2010,2010,310,285492,108.6
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2011,2011,357,294842,121.1
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2012,2012,378,304532,124.1
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2013,2013,382,312956,122.1
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2014,2014,372,322807,115.2
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2015,2015,345,333622,103.4
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2016,2016,353,342854,103
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2017,2017,381,352206,108.2
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2018,2018,387,361089,107.2
Pancreas,21100,Black or African American,2054-5,Female,F,85+ years,85+,2019,2019,403,371151,108.6
Pancreas,21100,Black or African American,2054-5,Male,M,< 1 year,1,2010,2010,0,341796,0
Pancreas,21100,Black or African American,2054-5,Male,M,< 1 year,1,2011,2011,0,345415,0
Pancreas,21100,Black or African American,2054-5,Male,M,< 1 year,1,2012,2012,0,344294,0
Pancreas,21100,Black or African American,2054-5,Male,M,< 1 year,1,2013,2013,0,345114,0
Pancreas,21100,Black or African American,2054-5,Male,M,< 1 year,1,2014,2014,0,348743,0
Pancreas,21100,Black or African American,2054-5,Male,M,< 1 year,1,2015,2015,0,351019,0
Pancreas,21100,Black or African American,2054-5,Male,M,< 1 year,1,2017,2017,0,346767,0
Pancreas,21100,Black or African American,2054-5,Male,M,< 1 year,1,2019,2019,0,339988,0
Pancreas,21100,Black or African American,2054-5,Male,M,1-4 years,4-Jan,2010,2010,0,1389919,0
Pancreas,21100,Black or African American,2054-5,Male,M,1-4 years,4-Jan,2011,2011,0,1393148,0
Pancreas,21100,Black or African American,2054-5,Male,M,1-4 years,4-Jan,2012,2012,0,1388448,0
Pancreas,21100,Black or African American,2054-5,Male,M,1-4 years,4-Jan,2014,2014,0,1386622,0
Pancreas,21100,Black or African American,2054-5,Male,M,1-4 years,4-Jan,2015,2015,0,1394666,0
Pancreas,21100,Black or African American,2054-5,Male,M,1-4 years,4-Jan,2016,2016,0,1400650,0
Pancreas,21100,Black or African American,2054-5,Male,M,1-4 years,4-Jan,2017,2017,0,1402523,0
Pancreas,21100,Black or African American,2054-5,Male,M,1-4 years,4-Jan,2018,2018,0,1390865,0
Pancreas,21100,Black or African American,2054-5,Male,M,1-4 years,4-Jan,2019,2019,0,1389174,0
Pancreas,21100,Black or African American,2054-5,Male,M,5-9 years,9-May,2010,2010,0,1674881,0
Pancreas,21100,Black or African American,2054-5,Male,M,5-9 years,9-May,2011,2011,0,1676580,0
Pancreas,21100,Black or African American,2054-5,Male,M,5-9 years,9-May,2012,2012,0,1700325,0
Pancreas,21100,Black or African American,2054-5,Male,M,5-9 years,9-May,2013,2013,0,1728514,0
Pancreas,21100,Black or African American,2054-5,Male,M,5-9 years,9-May,2014,2014,0,1743749,0
Pancreas,21100,Black or African American,2054-5,Male,M,5-9 years,9-May,2015,2015,0,1754871,0
Pancreas,21100,Black or African American,2054-5,Male,M,5-9 years,9-May,2017,2017,0,1761454,0
Pancreas,21100,Black or African American,2054-5,Male,M,5-9 years,9-May,2018,2018,0,1742419,0
Pancreas,21100,Black or African American,2054-5,Male,M,5-9 years,9-May,2019,2019,0,1749119,0
Pancreas,21100,Black or African American,2054-5,Male,M,10-14 years,14-Oct,2010,2010,0,1732014,0
Pancreas,21100,Black or African American,2054-5,Male,M,10-14 years,14-Oct,2011,2011,0,1737805,0
Pancreas,21100,Black or African American,2054-5,Male,M,10-14 years,14-Oct,2012,2012,0,1731819,0
Pancreas,21100,Black or African American,2054-5,Male,M,10-14 years,14-Oct,2014,2014,0,1712103,0
Pancreas,21100,Black or African American,2054-5,Male,M,10-14 years,14-Oct,2016,2016,0,1702680,0
Pancreas,21100,Black or African American,2054-5,Male,M,10-14 years,14-Oct,2019,2019,0,1758397,0
Pancreas,21100,Black or African American,2054-5,Male,M,15-19 years,15-19,2011,2011,0,1871517,0
Pancreas,21100,Black or African American,2054-5,Male,M,15-19 years,15-19,2012,2012,0,1828975,0
Pancreas,21100,Black or African American,2054-5,Male,M,15-19 years,15-19,2015,2015,0,1766845,0
Pancreas,21100,Black or African American,2054-5,Male,M,20-24 years,20-24,2010,2010,0,1694909,0
Pancreas,21100,Black or African American,2054-5,Male,M,20-24 years,20-24,2011,2011,0,1785551,0
Pancreas,21100,Black or African American,2054-5,Male,M,20-24 years,20-24,2017,2017,0,1870112,0
Pancreas,21100,Black or African American,2054-5,Male,M,35-39 years,35-39,2010,2010,18,1305639,1.4
Pancreas,21100,Black or African American,2054-5,Male,M,35-39 years,35-39,2013,2013,26,1297919,2
Pancreas,21100,Black or African American,2054-5,Male,M,35-39 years,35-39,2014,2014,21,1330403,1.6
Pancreas,21100,Black or African American,2054-5,Male,M,35-39 years,35-39,2015,2015,27,1376414,2
Pancreas,21100,Black or African American,2054-5,Male,M,35-39 years,35-39,2016,2016,23,1416675,1.6
Pancreas,21100,Black or African American,2054-5,Male,M,35-39 years,35-39,2017,2017,24,1450081,1.7
Pancreas,21100,Black or African American,2054-5,Male,M,35-39 years,35-39,2018,2018,19,1467737,1.3
Pancreas,21100,Black or African American,2054-5,Male,M,35-39 years,35-39,2019,2019,37,1484151,2.5
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2010,2010,60,1330120,4.5
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2011,2011,46,1335371,3.4
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2012,2012,65,1342202,4.8
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2013,2013,49,1337857,3.7
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2014,2014,57,1328507,4.3
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2015,2015,54,1310811,4.1
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2016,2016,60,1290168,4.7
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2017,2017,48,1289432,3.7
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2018,2018,61,1292337,4.7
Pancreas,21100,Black or African American,2054-5,Male,M,40-44 years,40-44,2019,2019,56,1321630,4.2
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2010,2010,131,1393916,9.4
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2011,2011,116,1383022,8.4
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2012,2012,138,1363608,10.1
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2013,2013,119,1343229,8.9
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2014,2014,125,1319036,9.5
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2015,2015,137,1314294,10.4
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2016,2016,110,1320864,8.3
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2017,2017,130,1328014,9.8
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2018,2018,107,1313473,8.1
Pancreas,21100,Black or African American,2054-5,Male,M,45-49 years,45-49,2019,2019,113,1303672,8.7
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2010,2010,237,1319058,18
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2011,2011,255,1337747,19.1
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2012,2012,252,1345771,18.7
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2013,2013,275,1353583,20.3
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2014,2014,232,1359123,17.1
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2015,2015,256,1354780,18.9
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2016,2016,226,1345095,16.8
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2017,2017,238,1326281,17.9
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2018,2018,219,1297216,16.9
Pancreas,21100,Black or African American,2054-5,Male,M,50-54 years,50-54,2019,2019,233,1273135,18.3
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2010,2010,333,1057528,31.5
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2011,2011,370,1097345,33.7
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2012,2012,387,1145592,33.8
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2013,2013,415,1186322,35
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2014,2014,397,1220523,32.5
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2015,2015,410,1251986,32.7
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2016,2016,401,1270808,31.6
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2017,2017,415,1279129,32.4
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2018,2018,427,1278230,33.4
Pancreas,21100,Black or African American,2054-5,Male,M,55-59 years,55-59,2019,2019,422,1283046,32.9
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2010,2010,419,796105,52.6
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2011,2011,394,850336,46.3
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2012,2012,442,876438,50.4
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2013,2013,433,904901,47.9
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2014,2014,553,938777,58.9
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2015,2015,506,974958,51.9
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2016,2016,598,1011994,59.1
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2017,2017,525,1056562,49.7
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2018,2018,553,1087018,50.9
Pancreas,21100,Black or African American,2054-5,Male,M,60-64 years ,60-64,2019,2019,569,1118077,50.9
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2010,2010,342,524569,65.2
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2011,2011,342,543566,62.9
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2012,2012,364,584848,62.2
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2013,2013,422,623075,67.7
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2014,2014,443,665334,66.6
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2015,2015,459,712224,64.4
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2016,2016,526,759768,69.2
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2017,2017,545,781221,69.8
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2018,2018,626,799476,78.3
Pancreas,21100,Black or African American,2054-5,Male,M,65-69 years,65-69,2019,2019,603,828042,72.8
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2010,2010,307,368367,83.3
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2011,2011,317,379247,83.6
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2012,2012,331,394994,83.8
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2013,2013,315,414487,76
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2014,2014,373,432605,86.2
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2015,2015,360,450371,79.9
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2016,2016,436,466990,93.4
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2017,2017,430,503167,85.5
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2018,2018,480,532159,90.2
Pancreas,21100,Black or African American,2054-5,Male,M,70-74 years,70-74,2019,2019,497,568047,87.5
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2010,2010,248,246993,100.4
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2011,2011,243,257517,94.4
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2012,2012,238,266524,89.3
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2013,2013,271,275285,98.4
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2014,2014,292,285432,102.3
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2015,2015,290,296186,97.9
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2016,2016,293,305782,95.8
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2017,2017,339,318538,106.4
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2018,2018,343,332390,103.2
Pancreas,21100,Black or African American,2054-5,Male,M,75-79 years,75-79,2019,2019,326,347212,93.9
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2010,2010,172,152292,112.9
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2011,2011,171,155735,109.8
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2012,2012,169,160469,105.3
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2013,2013,172,166454,103.3
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2014,2014,187,172653,108.3
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2015,2015,184,179483,102.5
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2016,2016,184,188035,97.9
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2017,2017,245,194932,125.7
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2018,2018,238,200365,118.8
Pancreas,21100,Black or African American,2054-5,Male,M,80-84 years,80-84,2019,2019,209,207991,100.5
Pancreas,21100,Black or African American,2054-5,Male,M,85+ years,85+,2010,2010,124,111955,110.8
Pancreas,21100,Black or African American,2054-5,Male,M,85+ years,85+,2011,2011,122,117177,104.1
Pancreas,21100,Black or African American,2054-5,Male,M,85+ years,85+,2012,2012,133,122943,108.2
Pancreas,21100,Black or African American,2054-5,Male,M,85+ years,85+,2013,2013,145,127542,113.7
Pancreas,21100,Black or African American,2054-5,Male,M,85+ years,85+,2014,2014,155,133197,116.4
Pancreas,21100,Black or African American,2054-5,Male,M,85+ years,85+,2015,2015,166,139978,118.6
Pancreas,21100,Black or African American,2054-5,Male,M,85+ years,85+,2016,2016,160,145603,109.9
